bug ID,product,summary,description,component,priority,unknown_1,unknown_2,resolution,severity
836523,Firefox OS,crash mozilla ipc socketreceivetask run shut bluetooth file transfer process ,bug file socorro interfac report bp b aeb d f b f unagi run gecko revision b d cf a db bde ae c gaia revision f f a cd e d cc b e b str start bluetooth file transfer transfer mb music file stop transfer turn bluetooth unagi devic receiv crash ,Gaia::Bluetooth,--,tzimmermann,mozillamarcia.knous mozillamarcia.knous mozillamarcia.knous chung808 mvines stephen.donner mozillamarcia.knous kyle tzimmermann overholt echou echou tzimmermann tzimmermann echou kyle kyle kyle tzimmermann kyle echou tzimmermann echou tzimmermann tzimmermann tzimmermann tzimmermann kyle echou tzimmermann tzimmermann tzimmermann tzimmermann ryanvm ryanvm mrbkap ryanvm tzimmermann tzimmermann tzimmermann tzimmermann tzimmermann tzimmermann tzimmermann kyle mrbkap mrbkap kyle tzimmermann mrbkap ryanvm mrbkap ryanvm tzimmermann tzimmermann echou tzimmermann ryanvm ,FIXED,critical
837024,SeaMonkey,track bug build releas seamonkey ,track bug build releas seamonkey expect actual releas monday th februari case readi websit prior monday appreci ,Release Engineering,P1,nobody,ewong bugspam.Callek ,FIXED,blocker
837373,Firefox for Android,java lang nullpointerexcept org mozilla gecko favicons islargefavicon favicons java ,s top crasher hour b regress rang http hg mozilla org releases mozilla beta pushloghtml fromchange ad c d tochange f f c fa s regress bug aurora unaffect crash report bp d e f c af f b df java lang nullpointerexcept org mozilla gecko favicons islargefavicon favicons java org mozilla gecko favicons scaleimag favicons java org mozilla gecko awesomebartab updatefavicon awesomebartab java org mozilla gecko bookmarkstab bookmarkslistadapter getview bookmarkstab java android widget abslistview obtainview abslistview java android widget listview makeandaddview listview java android widget listview filldown listview java android widget listview fillfromtop listview java android widget listview layoutchildren listview java android widget abslistview onlayout abslistview java android view view layout view java android view viewgroup layout viewgroup java android support v view viewpager onlayout viewpager java android view view layout view java android view viewgroup layout viewgroup java android widget linearlayout setchildfram linearlayout java android widget linearlayout layoutvert linearlayout java android widget linearlayout onlayout linearlayout java org mozilla gecko awesomebartab background onlayout awesomebartabs java android view view layout view java android view viewgroup layout viewgroup java android widget framelayout onlayout framelayout java android view view layout view java android view viewgroup layout viewgroup java android widget linearlayout setchildfram linearlayout java android widget linearlayout layoutvert linearlayout java android widget linearlayout onlayout linearlayout java android view view layout view java android view viewgroup layout viewgroup java android widget framelayout onlayout framelayout java android view view layout view java android view viewgroup layout viewgroup java android widget linearlayout setchildfram linearlayout java android widget linearlayout layoutvert linearlayout java android widget linearlayout onlayout linearlayout java android view view layout view java android view viewgroup layout viewgroup java android widget framelayout onlayout framelayout java android view view layout view java android view viewgroup layout viewgroup java android view viewrootimpl performtravers viewrootimpl java android view viewrootimpl handlemessag viewrootimpl java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang nullpointerexcept a at org mozilla gecko favicons islargefavicon favicons java ,Awesomescreen,--,bnicholson,scoobidiver aaron.train akeybl bnicholson mark.finkle bnicholson bnicholson akeybl bnicholson akeybl bnicholson bnicholson ryanvm ,FIXED,critical
837501,Cloud Services,landfill amo fail import db ,landfil import databas fail mysqldump error unknown tabl engin innodb lock tabl ,Operations: Marketplace,--,jthomas,wclouser wclouser jthomas ,FIXED,major
837875,Android Background Services,java lang nullpointerexcept org mozilla gecko sync setup activities sendtabactivity getothercli sendtabactivity java ,s crash a bp dc c b d f df java lang nullpointerexcept org mozilla gecko sync setup activities sendtabactivity getothercli sendtabactivity java org mozilla gecko sync setup activities sendtabact doinbackground sendtabactivity java org mozilla gecko sync setup activities sendtabact doinbackground sendtabactivity java android os asynctask call asynctask java java util concurrent futuretask sync innerrun futuretask java java util concurrent futuretask run futuretask java android os asynctask serialexecutor run asynctask java java util concurrent threadpoolexecutor runwork threadpoolexecutor java java util concurrent threadpoolexecutor worker run threadpoolexecutor java java lang thread run thread java report http crash stats mozilla com report list signature java lang nullpointerexcept a at org mozilla gecko sync setup activities sendtabactivity getothercli sendtabactivity java ,Android Sync,--,rnewman,scoobidiver nalexander rnewman rnewman emorley rnewman rnewman ,FIXED,critical
838977,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday th februari ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
839882,Firefox for Android,java lang nullpointerexcept android text selection setselect selection java ,crash user a includ bp f ace e a dbd e be java lang nullpointerexcept android text selection setselect selection java android text method qwertykeylistener onkeydown qwertykeylistener java android text method textkeylistener onkeydown textkeylistener java org mozilla gecko geckoinputconnection processkeydown geckoinputconnection java org mozilla gecko geckoinputconnection onkeydown geckoinputconnection java org mozilla gecko gfx layerview onkeydown layerview java android view keyevent dispatch keyevent java android view view dispatchkeyev view java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java android view viewgroup dispatchkeyev viewgroup java com android internal policy impl phonewindow decorview superdispatchkeyev phonewindow java com android internal policy impl phonewindow superdispatchkeyev phonewindow java android app activity dispatchkeyev activity java com android internal policy impl phonewindow decorview dispatchkeyev phonewindow java android view viewrootimpl deliverkeyeventpostim viewrootimpl java android view viewrootimpl handleimefinishedev viewrootimpl java android view viewrootimpl viewroothandler handlemessag viewrootimpl java android os handler dispatchmessag handler java android os looper loop looper java android app activitythread main activitythread java java lang reflect method invoken nativ method java lang reflect method invok method java com android internal os zygoteinit methodandargscaller run zygoteinit java com android internal os zygoteinit main zygoteinit java dalvik system nativestart main nativ method report http crash stats mozilla com report list signature java lang nullpointerexcept a at android text selection setselect selection java ,Keyboards and IME,--,nchen,scoobidiver scoobidiver scoobidiver scoobidiver nchen cpeterson nchen cpeterson nchen emorley ,FIXED,critical
840768,Cloud Services,deploy webpay solitud stage ,s put webpay server stage hook solitude bango ,Operations: Marketplace,P1,jthomas,kumar.mcmillan wclouser amckay kumar.mcmillan oremj jthomas ,FIXED,blocker
840772,Cloud Services,deploy webpay solitud prod ,s put webpay server prod hook solitude bango bango product readi thur feb ,Operations: Marketplace,P1,jthomas,kumar.mcmillan kumar.mcmillan oremj kumar.mcmillan wclouser jthomas ,FIXED,major
840913,Calendar,remov nsisupportsarray calendar s treeview implement error typeerror aprop undefin ,lightn nsisupportsarray place support merg bug nsitreeview part rid fairli straightforward tree view ,Internal Components,--,matthew.mecca,philipp matthew.mecca matthew.mecca philipp philipp matthew.mecca ,FIXED,blocker
840956,SeaMonkey,track bug build releas seamonkey beta ,track bug build releas seamonkey beta expect actual releas friday th februari ,Release Engineering,P1,ewong,ewong ewong ,FIXED,blocker
841142,Cloud Services,mozilla s stun server ,stun server establish webrtc work return icmp port unreach respons attempt send stun request port outag slow webrtc unit test mochi test crawl hamper nat travers develop peerconnect implement bug comment bug comment histori ,Operations,--,whd,adam whd whd ,FIXED,major
841609,Cloud Services,bigtent yahoo idweb scl svc mozilla com bigtent yahoo idweb scl svc mozilla com come back disabl rsbac softmod ,note system live re product request not urgent process work bigtent server readi code found scl softmod rsbac disabl softmod run puppet err stage main rsbac exec please reboot to disable softmod return chang notrun fail bin fals return etc puppet modules rsbac manifests init pp sudo init reboot come back vm wiki page consol physic pdu control power cycl ,Operations,--,nobody,gene ckolos ,FIXED,minor
841626,SeaMonkey,track bug build releas seamonkey ,track bug build releas seamonkey expect actual releas tuesday th februari ,Release Engineering,P1,ewong,ewong ewong ewong ewong bugspam.Callek jh bugspam.Callek ,FIXED,blocker
